Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDT22,OUT013,939.8941
DRO35,OUT035,2023.4711
FDJ41,OUT049,4153.049
FDQ27,OUT035,2116.0457
FDC26,OUT017,1848.7185
NCF43,OUT027,3462.7773
NCR50,OUT035,3065.3667
FDE39,OUT018,1785.9253
FDN49,OUT027,1279.9451
DRG11,OUT035,1700.3767
NCA18,OUT049,1922.7081
FDM36,OUT018,2493.6218
FDW32,OUT017,1500.7043
NCQ18,OUT010,141.33003
FDX14,OUT027,2487.907
FDD46,OUT017,2390.5312
FDI34,OUT019,510.1853
NCJ17,OUT035,1439.0165
FDB52,OUT035,4191.7983
FDV55,OUT018,2287.6194
FDC57,OUT046,3030.082
FDB29,OUT046,2064.9849
NCO43,OUT035,1883.2039
FDG44,OUT045,653.0021
FDJ34,OUT045,1939.63
FDH40,OUT049,1500.7441
NCD07,OUT027,3122.4653
FDB41,OUT017,967.11017
FDH47,OUT018,1501.3245
DRK37,OUT035,3581.6306
FDM25,OUT019,497.69595
NCX06,OUT045,3003.5732
NCS05,OUT017,2275.4001
FDS39,OUT045,2113.6309
FDC47,OUT027,5810.3887
FDG20,OUT013,2739.556
DRL23,OUT017,1966.0626
FDY33,OUT013,2827.5322
NCH18,OUT045,3633.1877
FDX47,OUT035,2662.0627
NCB06,OUT045,2615.3857
FDP36,OUT049,934.73315
FDW44,OUT018,2491.6074
NCU41,OUT018,2779.157
NCS17,OUT046,1449.7046
FDD46,OUT035,2541.6772
FDE45,OUT017,3012.536
FDI09,OUT017,3774.9465
NCJ54,OUT010,696.0468
NCA29,OUT018,2535.4285
NCN41,OUT027,3272.1362
FDY34,OUT035,2688.6218
NCG55,OUT035,2051.0354
DRM49,OUT046,536.16675
NCB42,OUT049,1961.8345
FDE58,OUT045,1798.1046
DRJ25,OUT013,831.2163
FDS47,OUT010,198.50836
FDY21,OUT049,3095.2798
NCI54,OUT013,1822.931
FDO24,OUT017,2546.76
FDY43,OUT035,2897.8843
FDF35,OUT018,1506.608
NCP29,OUT019,126.97399
FDN28,OUT027,2883.3235
FDJ50,OUT018,811.65906
FDQ14,OUT027,3853.349
FDC37,OUT035,1880.3628
FDN08,OUT046,1957.4679
FDD04,OUT035,2212.7756
FDW34,OUT018,3291.5085
FDP04,OUT017,1162.4633
NCG07,OUT017,3068.396
NCN14,OUT018,2647.8271
FDJ16,OUT045,917.19885
NCM42,OUT045,1455.7241
NCF19,OUT046,704.4135
FDY21,OUT018,2847.658
FDY19,OUT035,1985.8701
FDV09,OUT045,2451.2942
FDA28,OUT013,1928.4128
FDC38,OUT018,1856.0061
FDL28,OUT045,3793.601
NCH43,OUT049,3596.3718
NCN53,OUT045,668.17566
NCW05,OUT017,1983.9098
NCO30,OUT018,2669.9546
FDT04,OUT019,-3.2940047
FDB27,OUT018,2793.1353
NCK07,OUT013,2626.2224
NCA53,OUT013,707.9529
FDB33,OUT018,2429.46
FDU37,OUT017,1340.0737
FDR13,OUT035,2130.1082
FDE45,OUT049,2907.723
FDV37,OUT017,3248.2922
FDX44,OUT019,78.43776
NCL06,OUT017,4035.54
FDJ28,OUT045,3159.6086
FDX55,OUT049,3462.165
NCK17,OUT018,456.291
FDH52,OUT035,1117.4783
FDN13,OUT027,2841.6028
FDK44,OUT018,2491.6172
FDU16,OUT046,1367.1202
FDZ07,OUT017,1085.2004
NCN06,OUT027,4002.306
FDH02,OUT010,111.410995
NCW18,OUT045,3747.8652
FDH57,OUT013,1988.7332
FDV35,OUT045,2345.3323
NCU29,OUT013,2394.2532
NCP02,OUT046,1151.8503
FDN44,OUT013,2732.5708
FDX03,OUT018,509.88593
FDR11,OUT010,281.15768
FDA36,OUT046,2771.3232
FDP58,OUT027,4859.3716
FDH31,OUT045,1522.4614
FDH34,OUT035,3121.0151
FDS13,OUT035,3494.731
FDT01,OUT018,3233.0825
FDY09,OUT049,2927.4866
FDV33,OUT027,5851.921
NCW29,OUT010,264.4302
NCN17,OUT045,1411.6743
FDX01,OUT046,1825.8281
FDL03,OUT049,3109.8975
DRL59,OUT049,1060.9895
DRM11,OUT027,5561.3506
FDA43,OUT049,3123.8333
FDZ56,OUT010,369.3885
FDI44,OUT018,1140.4762
FDB50,OUT013,1230.9491
FDU15,OUT019,62.204205
NCJ19,OUT019,28.758541
FDD48,OUT013,1837.3484
NCW42,OUT035,3653.705
FDL24,OUT017,3083.5764
NCB30,OUT013,3021.973
FDK25,OUT013,2776.578
FDW28,OUT049,3067.2695
FDD47,OUT017,3059.6592
FDK16,OUT019,102.140526
FDW37,OUT046,1390.2205
FDA48,OUT035,3683.7412
FDA14,OUT017,2651.7327
FDV15,OUT013,1730.5209
FDN22,OUT049,3769.007
NCD55,OUT045,657.8958
FDY43,OUT013,2807.4734
NCU05,OUT017,1230.3038
FDF10,OUT035,2568.18
FDR39,OUT018,2813.052
FDG40,OUT013,748.2932
FDZ28,OUT019,257.33084
FDE02,OUT045,1475.8284
FDU60,OUT049,2820.4824
FDM21,OUT013,4051.9695
FDV52,OUT019,267.6589
NCW06,OUT013,3065.319
FDX36,OUT035,3690.2625
FDT35,OUT027,4437.5244
NCL19,OUT010,380.1613
NCD31,OUT046,2617.715
FDE53,OUT019,204.89163
FDW58,OUT019,128.87915
DRF48,OUT046,2828.002
FDW57,OUT035,2919.3257
DRH13,OUT017,1653.3953
FDT33,OUT013,2659.5698
DRK47,OUT027,5392.2656
FDY22,OUT010,227.38213
FDC35,OUT019,712.8099
FDO03,OUT013,3901.1287
FDF24,OUT045,1243.2622
FDF56,OUT018,2757.58
FDD28,OUT013,904.8102
FDG53,OUT027,3510.5767
FDO27,OUT019,141.57835
NCF54,OUT018,2593.9668
FDC20,OUT027,2066.8323
FDU10,OUT046,733.42957
DRA24,OUT018,2225.8457
FDA02,OUT010,418.97083
FDG10,OUT017,888.8207
FDW39,OUT010,536.7771
FDP04,OUT019,128.5093
NCM55,OUT013,3031.6685
FDG47,OUT045,4176.4697
NCU41,OUT017,3103.7378
NCK31,OUT017,857.0842
FDZ46,OUT045,1525.8639
FDU13,OUT027,3169.6797
NCF19,OUT045,675.03076
NCJ43,OUT013,2810.717
NCJ05,OUT045,2404.755
FDS04,OUT027,3265.2483
FDX28,OUT010,117.35703
FDB41,OUT027,1342.237
FDG53,OUT046,1960.3822
FDL15,OUT010,336.10608
FDQ08,OUT049,1081.0037
DRN36,OUT013,1618.5396
FDI46,OUT013,4133.076
FDG16,OUT027,5283.305
FDV32,OUT013,991.32794
FDF44,OUT010,172.3763
FDK04,OUT018,598.5375
NCA41,OUT013,3219.6763
FDD51,OUT017,764.4545
NCZ53,OUT045,2977.483
FDP01,OUT027,3843.9702
FDY25,OUT049,3026.451
FDB17,OUT018,2706.7852
NCV54,OUT018,1595.4562
FDJ32,OUT017,1073.0499
FDA37,OUT049,2043.3989
FDG35,OUT035,2998.5186
NCM05,OUT018,3542.7021
FDG45,OUT046,3451.2366
FDH28,OUT013,723.29346
NCE18,OUT049,4522.2407
FDH38,OUT045,1563.9829
FDR56,OUT013,3041.747
FDH17,OUT027,2702.375
FDD39,OUT049,3489.9978
FDB41,OUT049,895.9331
NCR53,OUT046,3403.054
FDX46,OUT017,937.66077
FDV28,OUT049,699.1298
FDA08,OUT018,2233.69
FDH45,OUT017,866.2148
NCS38,OUT010,279.27252
FDD40,OUT010,952.82477
DRM59,OUT035,2460.0166
NCJ43,OUT018,2404.356
NCN29,OUT013,845.9032
NCC19,OUT045,3014.2703
FDR56,OUT035,3171.085
FDZ43,OUT049,3800.316
FDJ32,OUT010,192.20605
DRH03,OUT017,1615.3502
NCZ54,OUT035,2696.9731
FDE26,OUT017,2437.2861
FDS03,OUT045,1118.8546
DRZ24,OUT019,168.17563
FDO48,OUT027,5096.1655
FDW39,OUT049,2920.5261
NCK05,OUT049,1584.0795
NCK30,OUT017,3871.9192
FDT27,OUT018,3215.0352
FDS08,OUT019,488.84814
NCJ19,OUT049,996.4804
FDC58,OUT045,601.332
DRE37,OUT013,3166.4238
FDW02,OUT035,2450.8728
FDJ02,OUT010,397.0937
FDX09,OUT045,2854.797
FDT31,OUT010,613.7037
FDI24,OUT049,2976.1777
FDY09,OUT045,2716.2712
FDV28,OUT045,870.44745
DRM47,OUT049,3204.8777
FDT52,OUT019,577.0209
FDI48,OUT018,557.3787
FDY55,OUT017,4062.6416
FDU48,OUT013,1885.3176
FDN25,OUT045,867.926
FDP20,OUT049,2058.6863
FDJ15,OUT013,3376.5637
FDD04,OUT018,1956.5844
FDY58,OUT045,3884.9482
FDR37,OUT018,2812.1934
FDF44,OUT013,2033.6545
FDD32,OUT045,1403.6692
FDR57,OUT017,2697.1787
DRG39,OUT027,1787.8195
FDX15,OUT017,2844.1772
DRN37,OUT045,2530.9956
FDW40,OUT027,3451.979
FDB32,OUT049,1605.181
FDM40,OUT018,1890.7925
FDE39,OUT027,3495.6042
DRH49,OUT017,1627.6371
FDT46,OUT049,800.2481
NCF06,OUT035,4050.7307
FDP07,OUT017,3152.6455
FDC04,OUT013,3928.3699
FDZ32,OUT017,1684.0415
FDD50,OUT045,2479.0098
FDU56,OUT017,3169.403
FDV34,OUT017,1183.6707
NCY41,OUT013,629.87756
NCK18,OUT046,2526.8567
DRH25,OUT049,930.077
FDT57,OUT046,3852.258
FDV56,OUT018,1807.7739
FDV12,OUT045,1539.0829
FDN52,OUT017,1349.5739
FDX38,OUT035,937.0221
FDE47,OUT018,1756.8647
NCO07,OUT013,3235.0598
FDV09,OUT027,3861.0881
FDZ23,OUT019,593.92444
DRH51,OUT018,1330.2758
NCY54,OUT045,3022.0828
DRG49,OUT013,3629.3281
NCC19,OUT049,3283.0632
NCV53,OUT045,4103.8765
FDZ47,OUT019,219.49544
NCO26,OUT018,1633.018
NCP02,OUT045,863.8664
NCW30,OUT018,3306.966
NCN55,OUT046,3730.4001
FDB20,OUT010,199.0673
DRL11,OUT013,2564.6987
DRD60,OUT045,3380.4717
FDW14,OUT010,108.02409
FDL27,OUT010,145.26494
FDU09,OUT018,749.7618
DRH36,OUT027,2101.286
FDP34,OUT027,3537.3662
FDE04,OUT017,3064.417
FDZ57,OUT027,3475.0347
FDF02,OUT010,191.39226
FDG28,OUT045,3778.4548
NCI31,OUT046,691.9006
FDT43,OUT013,828.00055
FDU20,OUT046,2104.6067
FDD53,OUT013,709.52985
FDW15,OUT045,2493.2944
NCT53,OUT045,2564.495
NCG55,OUT027,3093.314
FDD48,OUT035,2059.7354
FDG47,OUT049,3758.1902
FDI21,OUT017,1121.6312
FDT27,OUT017,3840.272
DRO35,OUT013,1771.0452
FDD33,OUT017,3761.6375
FDC04,OUT035,3959.4062
FDY34,OUT013,2541.6106
DRJ49,OUT049,1752.5135
FDE05,OUT049,2462.1848
FDU31,OUT017,3702.5862
NCN19,OUT027,5082.698
FDK56,OUT027,5144.614
FDK58,OUT017,1720.0881
NCJ42,OUT035,1898.6644
FDZ34,OUT027,5267.42
FDA52,OUT018,2749.9797
NCR29,OUT013,751.6633
FDT48,OUT035,3753.069
DRJ51,OUT019,548.0214
NCS54,OUT046,2692.238
FDV01,OUT035,2539.3455
DRG51,OUT027,4031.6008
NCG42,OUT013,2116.3435
FDA51,OUT049,2066.6296
FDV19,OUT010,398.6533
NCT18,OUT045,2986.7197
NCS41,OUT045,2821.1477
FDO03,OUT046,3874.5723
FDL12,OUT010,-2.6196375
FDY37,OUT010,469.16135
FDI58,OUT049,1672.7184
FDT28,OUT018,2083.4404
NCC42,OUT010,229.1741
FDO01,OUT017,2030.5581
FDJ02,OUT013,2545.1848
FDQ04,OUT018,528.3758
DRL47,OUT013,2052.6208
FDZ32,OUT035,1774.4385
FDC35,OUT035,3334.907
FDX14,OUT045,996.476
FDZ35,OUT013,1650.8131
FDL14,OUT013,2515.6326
FDO04,OUT049,962.35046
DRK11,OUT017,2333.3054
FDB44,OUT018,3274.5933
FDZ50,OUT049,3192.3523
FDI12,OUT027,2681.7087
FDU43,OUT017,3900.4568
FDD58,OUT010,60.318047
FDB27,OUT017,3135.0
FDB04,OUT018,1085.7134
NCO17,OUT013,1880.2227
FDL12,OUT017,959.9632
DRJ13,OUT049,2638.2717
FDD57,OUT045,1495.0942
FDW19,OUT035,1856.009
DRD27,OUT018,1314.4827
FDH27,OUT027,3771.055
NCW30,OUT027,5906.385
FDR40,OUT018,1174.7666
FDG05,OUT013,2455.503
NCY41,OUT019,-77.21581
FDI38,OUT018,3116.0642
FDR20,OUT046,747.63586
FDE09,OUT017,1846.2549
FDN50,OUT019,143.44626
DRF27,OUT045,2300.7039
DRF51,OUT013,718.3716
NCO02,OUT019,65.817276
FDB51,OUT027,1993.8695
FDJ50,OUT013,909.36993
FDN52,OUT013,1336.2748
FDX14,OUT013,1344.2521
FDT27,OUT019,556.6811
FDV10,OUT013,673.35376
FDU33,OUT046,835.3773
FDU58,OUT046,3159.3445
NCP42,OUT027,5081.404
FDL51,OUT027,4466.5757
DRH15,OUT027,918.2249
FDU16,OUT017,1417.0172
FDW15,OUT017,2467.4436
FDQ44,OUT045,1768.8541
NCI06,OUT027,4625.9067
DRK23,OUT019,581.96924
FDC28,OUT035,1721.6238
NCY17,OUT019,-1.8205879
NCV05,OUT018,2069.3242
FDM34,OUT019,236.56314
DRD60,OUT027,5041.9326
FDT38,OUT046,1449.5955
FDQ57,OUT018,2032.401
FDE59,OUT027,860.17377
NCM43,OUT046,2634.3013
DRI51,OUT049,2995.6423
NCG30,OUT017,2090.6511
NCK54,OUT035,2098.4497
FDQ16,OUT019,188.07718
FDI36,OUT013,2853.6475
FDX16,OUT027,3909.1487
FDA34,OUT046,2742.3992
FDJ48,OUT018,3224.4841
FDU47,OUT035,2216.3472
FDS39,OUT046,2423.7585
FDD11,OUT046,3760.03
FDM16,OUT027,2407.68
FDU56,OUT018,2913.0989
FDQ32,OUT017,2134.451
DRK35,OUT013,690.13837
FDA58,OUT049,3570.7805
DRG48,OUT019,546.097
FDT59,OUT010,767.85736
FDQ31,OUT019,77.32928
FDS51,OUT018,880.3132
FDW32,OUT027,2560.6418
FDI15,OUT027,5398.675
NCV30,OUT017,1311.8319
DRG25,OUT049,3373.188
FDT02,OUT013,722.53265
FDO33,OUT027,3405.181
FDP38,OUT035,952.4531
FDZ45,OUT035,3256.4275
NCA54,OUT027,4888.3833
FDU33,OUT017,865.0241
FDN58,OUT017,3891.1946
FDI05,OUT045,1121.8881
FDM57,OUT019,13.907114
NCS42,OUT027,2492.4756
FDB57,OUT045,3798.5752
FDC03,OUT045,2999.955
FDZ58,OUT013,2057.7485
NCK29,OUT045,1908.2228
NCR53,OUT045,3705.4932
FDE26,OUT027,4064.062
FDU52,OUT049,2596.227
FDE41,OUT027,2530.6824
FDU38,OUT018,2850.7249
FDA52,OUT017,2911.0383
FDW46,OUT046,1248.709
DRI59,OUT035,3895.5056
FDT38,OUT035,1445.3251
FDL33,OUT018,2753.0146
FDQ01,OUT027,6053.543
FDJ08,OUT046,2882.6704
FDQ47,OUT049,741.26404
NCZ18,OUT013,4153.301
FDE29,OUT017,991.44324
FDF10,OUT027,4003.4854
FDC48,OUT049,1636.9955
FDY58,OUT013,3967.7244
NCX30,OUT010,746.33887
FDV11,OUT013,2992.0044
FDT46,OUT046,756.7427
DRD01,OUT019,116.24781
FDQ11,OUT013,4242.772
NCM41,OUT017,1645.3563
NCC55,OUT013,649.0026
FDG45,OUT027,4943.6113
NCQ54,OUT049,2605.146
FDM34,OUT045,2131.6475
FDD17,OUT019,657.2978
FDN38,OUT027,6063.9087
FDB53,OUT018,2037.2213
NCL06,OUT035,4179.7363
NCV18,OUT019,206.30469
FDX25,OUT013,3324.2336
FDB39,OUT046,912.7999
FDC33,OUT049,3136.091
NCO14,OUT018,458.2046
FDA58,OUT027,5622.06
NCQ02,OUT017,3216.4946
NCR53,OUT017,3896.6287
FDN52,OUT046,1319.944
FDG26,OUT046,3729.3523
FDE23,OUT027,1449.0079
DRI37,OUT013,953.21985
DRH37,OUT018,2359.2983
FDO01,OUT035,2066.8853
FDK45,OUT049,2005.8799
FDP23,OUT049,3405.42
FDM33,OUT035,3589.2524
FDD36,OUT017,2191.7715
FDL56,OUT017,1397.2803
FDT27,OUT010,648.5017
FDG52,OUT017,1020.3833
NCL42,OUT035,4203.101
DRJ24,OUT046,2948.6235
FDV38,OUT046,708.0764
FDT35,OUT045,2719.6074
FDY51,OUT045,3429.2122
FDC37,OUT017,1730.8949
NCP43,OUT013,2683.3389
FDO33,OUT045,1724.615
FDW04,OUT018,1721.1711
NCC31,OUT046,2434.6565
FDK22,OUT049,3462.6406
FDJ50,OUT017,1120.0656
FDV13,OUT017,1557.1453
DRL60,OUT017,2429.2412
FDW03,OUT017,1755.5759
FDY27,OUT035,2890.8328
FDB39,OUT027,1923.2878
FDU59,OUT045,2304.0637
FDZ57,OUT049,2177.3562
FDO21,OUT049,3472.7068
FDS43,OUT018,2781.7822
FDU28,OUT010,636.4867
FDC51,OUT010,377.3862
FDW16,OUT010,92.27161
FDP32,OUT010,336.21277
FDB60,OUT019,609.3427
NCQ30,OUT046,1899.8524
FDD26,OUT049,3203.5134
FDI44,OUT045,1195.3864
DRH23,OUT046,815.4941
FDO44,OUT046,2222.6946
FDG04,OUT046,3198.2961
FDM32,OUT027,2672.1682
FDM09,OUT013,2623.9949
FDZ47,OUT013,1624.3195
FDM40,OUT027,3224.7603
FDY48,OUT017,1738.5497
NCM30,OUT045,667.2133
FDX36,OUT010,681.64557
DRF03,OUT017,743.90735
FDN51,OUT049,4159.351
FDM57,OUT049,1306.8639
FDB35,OUT049,1506.8196
FDY13,OUT027,2417.6836
FDA37,OUT017,2063.7422
NCX53,OUT017,2267.1602
FDD59,OUT018,1007.95605
FDX10,OUT019,-22.97329
FDC03,OUT018,2739.575
FDW43,OUT035,4003.962
FDW10,OUT046,2286.191
FDY14,OUT027,5831.754
FDV43,OUT045,563.09686
FDO40,OUT013,2481.2983
FDP46,OUT027,2730.3098
NCE43,OUT019,505.85193
FDD05,OUT035,2247.821
FDJ60,OUT010,458.2138
DRE27,OUT018,1281.7201
FDO11,OUT035,4616.72
DRG11,OUT027,2820.321
FDK33,OUT010,787.6508
DRM23,OUT045,2629.9353
FDJ02,OUT027,4113.933
NCZ05,OUT045,1388.9392
NCL30,OUT013,2201.3337
FDZ19,OUT018,2326.3535
FDM45,OUT049,2108.2927
FDO36,OUT046,2692.852
NCK31,OUT045,716.412
DRJ37,OUT045,2250.0156
FDP24,OUT018,1644.0758
FDF46,OUT013,1770.4237
FDX46,OUT019,30.308949
NCL18,OUT045,2842.4485
FDJ26,OUT013,3577.52
FDJ07,OUT045,1670.6042
FDY15,OUT013,2354.3428
DRG01,OUT045,1111.4755
FDF58,OUT045,942.76324
FDZ14,OUT019,232.68904
FDP31,OUT049,849.70374
FDH45,OUT013,800.5458
FDA09,OUT010,588.26044
FDW31,OUT035,3248.0938
FDA57,OUT046,670.2971
NCE55,OUT035,2795.2185
FDC17,OUT019,724.49945
FDC59,OUT013,1051.8324
FDA22,OUT013,2658.411
FDK52,OUT035,3824.7612
NCM26,OUT046,2259.33
NCT53,OUT035,2523.0774
FDW45,OUT018,2224.6785
NCI18,OUT035,3269.477
FDE38,OUT018,2239.7234
FDF08,OUT019,114.54699
FDY58,OUT010,684.0202
FDF58,OUT019,133.17137
FDX39,OUT017,3961.0264
FDB44,OUT049,3741.9775
FDF28,OUT013,2123.8467
FDE39,OUT013,2067.3923
FDT37,OUT018,3380.122
FDZ45,OUT017,3390.9219
FDO40,OUT035,2657.3123
FDM57,OUT027,2567.8398
DRG36,OUT017,3118.2388
FDY36,OUT010,184.05598
DRL60,OUT027,3681.103
FDS25,OUT019,209.60474
DRF49,OUT027,2935.8218
FDP16,OUT045,4144.787
FDS60,OUT049,2365.2117
FDU15,OUT027,1179.3591
FDK43,OUT046,2073.9685
FDN25,OUT046,922.20166
FDE53,OUT049,1677.264
FDB22,OUT013,2566.1196
FDE39,OUT017,2088.1921
FDX35,OUT035,4207.573
NCG54,OUT049,2896.1792
FDH27,OUT035,2579.9333
NCK42,OUT013,2969.27
FDS25,OUT049,1754.284
FDI10,OUT018,2520.4119
FDU35,OUT035,1925.3721
FDI04,OUT017,3406.0925
DRK23,OUT035,4349.723
FDB53,OUT019,276.03223
FDY02,OUT049,3824.9797
FDM60,OUT035,954.22095
NCJ31,OUT010,630.72614
DRP35,OUT017,2142.122
NCQ30,OUT018,1704.11
DRL11,OUT010,455.73865
FDU01,OUT013,3336.0056
FDR39,OUT035,3116.8254
FDO08,OUT046,2482.9983
FDC02,OUT045,4748.9536
NCZ29,OUT035,2180.5723
FDF29,OUT010,319.36734
FDZ23,OUT017,3226.6438
NCU53,OUT018,2159.264
NCW30,OUT013,3931.622
NCM26,OUT027,3984.634
FDV50,OUT027,3338.774
FDW15,OUT049,2654.5476
FDI35,OUT027,5331.2466
FDO11,OUT017,4648.9873
FDN48,OUT046,1630.4932
NCA17,OUT049,2355.1145
NCN54,OUT013,1245.1824
FDP22,OUT013,803.17224
NCB54,OUT035,2184.0247
FDD08,OUT045,585.839
DRM48,OUT010,-25.438316
FDG41,OUT027,3166.4304
FDE44,OUT027,1353.5779
FDE26,OUT035,2563.3115
NCS38,OUT013,1774.5231
NCJ54,OUT018,3203.722
FDI40,OUT019,119.800804
FDN45,OUT018,3468.8335
FDU43,OUT046,3693.5955
FDI04,OUT010,575.5155
NCC07,OUT018,1376.8606
NCC07,OUT019,243.59659
NCD18,OUT045,3769.4026
FDU55,OUT035,4395.138
FDX59,OUT035,786.1389
FDR52,OUT049,3111.897
NCP17,OUT013,1067.8154
FDQ32,OUT045,2036.311
NCT17,OUT049,3343.3408
FDO10,OUT049,1132.7192
FDE32,OUT049,615.56934
FDN44,OUT045,2590.3105
FDH02,OUT035,1316.1272
FDK60,OUT013,1569.4176
FDS24,OUT019,75.399345
FDL03,OUT010,542.25885
FDB46,OUT027,5254.1787
FDO48,OUT049,3747.7468
FDZ39,OUT049,1747.0248
FDT02,OUT027,1003.4715
FDC50,OUT013,1501.4033
FDP39,OUT035,1052.905
DRG15,OUT018,694.9383
FDP10,OUT018,1519.4498
FDF53,OUT027,5246.42
FDN34,OUT045,2648.0442
FDK02,OUT045,1916.338
FDC23,OUT045,2762.7405
FDJ10,OUT019,222.17165
FDE53,OUT035,1848.3846
FDR25,OUT035,4455.175
FDW50,OUT046,2610.388
FDS09,OUT049,964.38196
FDW49,OUT010,510.71762
FDU51,OUT046,3074.0422
FDF28,OUT018,1784.8694
NCY30,OUT018,2603.4436
FDD44,OUT045,4116.356
FDX09,OUT017,2868.462
NCF30,OUT013,2152.7463
FDZ50,OUT019,446.21054
FDW37,OUT013,1394.4067
FDD11,OUT049,3877.99
DRH39,OUT018,922.08716
FDA36,OUT049,2849.6863
NCG43,OUT049,1778.7448
FDF02,OUT035,1870.9465
FDP57,OUT027,2704.6885
NCE42,OUT017,3064.3513
NCR38,OUT027,5470.372
FDP03,OUT019,153.10553
FDO51,OUT035,890.8794
NCQ42,OUT046,1902.0518
NCM41,OUT046,1267.4241
FDH48,OUT027,2592.5747
DRF60,OUT046,3699.1072
FDJ27,OUT035,1899.7935
FDQ14,OUT013,2314.2522
FDN27,OUT017,1439.9299
NCQ02,OUT046,2944.0767
FDJ33,OUT049,2187.2112
FDP07,OUT027,5435.004
DRE01,OUT049,3845.0188
FDU36,OUT045,1377.1217
FDL28,OUT017,3868.716
NCX53,OUT046,2141.4116
FDZ39,OUT013,1634.1875
NCP42,OUT013,3168.0554
FDJ14,OUT035,1498.9838
FDK04,OUT049,993.052
NCC19,OUT017,3049.956
FDS09,OUT018,681.3938
FDZ02,OUT046,1694.7402
FDD35,OUT018,1843.9005
NCY42,OUT017,2247.8774
FDB05,OUT045,3639.0532
FDF20,OUT035,3301.7896
NCO41,OUT018,1380.4531
FDC40,OUT027,2430.6155
FDV58,OUT045,2522.5427
FDZ57,OUT045,2017.6543
DRM35,OUT046,2647.2805
DRN36,OUT018,1276.7976
FDQ13,OUT046,1238.3452
DRO35,OUT010,35.16211
NCD43,OUT035,2069.4868
FDA51,OUT018,1742.2959
NCX17,OUT027,5689.0796
NCZ17,OUT049,901.6606
FDR11,OUT027,3730.341
FDW34,OUT049,3868.5789
FDN50,OUT017,1706.8795
FDS09,OUT046,906.84296
FDS48,OUT018,2170.572
FDL44,OUT049,2590.2903
DRF48,OUT018,2761.0056
FDA14,OUT018,2037.7141
NCD30,OUT049,2049.9587
FDI16,OUT017,1024.3513
NCG06,OUT035,4063.9485
DRZ24,OUT035,2076.9336
NCS17,OUT045,1504.3793
FDB37,OUT045,4069.6775
FDE10,OUT035,2151.4177
FDC57,OUT045,3081.9214
FDM12,OUT018,2847.516
FDE24,OUT049,2052.1746
FDW22,OUT045,3410.9902
DRD01,OUT027,1723.2932
NCZ18,OUT027,4920.5127
FDN49,OUT045,800.50037
FDR22,OUT035,1860.3839
FDV08,OUT019,23.799522
FDY39,OUT046,3269.4978
FDV36,OUT049,2149.3516
FDO60,OUT045,676.8424
FDU04,OUT027,3024.4927
FDR20,OUT027,1358.295
FDW19,OUT019,173.49219
FDU40,OUT049,2510.135
FDK15,OUT045,1506.1498
DRF15,OUT035,2440.783
FDQ25,OUT017,2937.1973
FDI48,OUT019,6.9678316
FDS49,OUT046,1479.9908
FDV22,OUT046,2755.5051
NCV42,OUT046,1617.7179
FDX26,OUT046,3057.649
FDI33,OUT018,1160.3645
FDZ14,OUT049,2132.7515
FDG10,OUT013,842.04047
FDM38,OUT018,675.7485
FDG26,OUT027,5951.2886
FDH46,OUT035,1828.052
FDN13,OUT018,1257.6477
FDU57,OUT035,2493.1533
NCI06,OUT046,2639.0317
FDM38,OUT045,833.9441
NCG42,OUT010,239.39049
FDL39,OUT045,2802.7102
FDT31,OUT019,785.19653
FDV59,OUT013,3696.486
FDB49,OUT035,1807.2621
FDD58,OUT049,1666.3386
DRN59,OUT046,754.72906
FDX48,OUT049,2502.3254
FDQ11,OUT049,4074.947
FDY12,OUT049,970.4499
FDQ11,OUT045,3823.5283
DRI11,OUT017,1938.1031
FDY32,OUT027,3847.8137
FDS51,OUT045,980.7908
FDR19,OUT010,290.20242
DRB13,OUT018,2471.809
FDS21,OUT035,1237.3383
FDQ40,OUT045,2867.434
NCE55,OUT013,2709.3372
FDX43,OUT027,4366.1865
FDS12,OUT049,2175.7834
DRK01,OUT027,2481.3755
FDN25,OUT017,964.6752
FDB60,OUT046,2928.166
FDQ13,OUT017,1333.2
DRK13,OUT045,3200.9465
DRF25,OUT018,497.92743
NCD42,OUT019,108.16991
FDW25,OUT045,1332.0911
NCV29,OUT027,4907.5537
NCK42,OUT035,3024.1782
DRJ13,OUT027,3897.1304
DRD15,OUT017,3736.234
FDM27,OUT045,2574.951
FDZ50,OUT018,2819.7734
FDC04,OUT046,3684.5476
FDF50,OUT049,3270.4106
FDP15,OUT045,3794.2434
FDK46,OUT035,4002.0554
FDZ56,OUT018,2485.665
FDY60,OUT049,2441.4255
FDB10,OUT035,4047.4941
FDR57,OUT045,2589.008
FDU58,OUT049,3238.6921
FDH02,OUT046,1531.7778
FDP48,OUT013,3377.359
FDI46,OUT035,4166.8306
FDW56,OUT013,3138.1018
NCM19,OUT010,242.21982
FDS50,OUT027,5468.7275
FDK24,OUT013,744.9027
FDO36,OUT017,3031.8442
FDK45,OUT027,3221.6335
NCL05,OUT045,570.0401
FDL32,OUT018,1700.5286
FDA28,OUT049,2219.6091
FDY36,OUT018,782.69995
FDP32,OUT018,1845.4987
FDL50,OUT046,2222.6387
DRC24,OUT049,2504.3264
NCS18,OUT017,1744.1145
FDD16,OUT017,1169.985
NCV18,OUT013,1492.3007
FDX07,OUT046,3037.9436
NCZ05,OUT027,2696.2822
